arch,encoder,class_weights,n_runs,composite_score,dice_macro_mean,dice_macro_sd,dice_axon_mean,dice_axon_sd,dice_myelin_mean,dice_myelin_sd,dice_bg_mean,dice_bg_sd,iou_macro_mean,iou_macro_sd,iou_axon_mean,iou_axon_sd,iou_myelin_mean,iou_myelin_sd,iou_bg_mean,iou_bg_sd,precision_macro_mean,precision_macro_sd,precision_axon_mean,precision_axon_sd,precision_myelin_mean,precision_myelin_sd,precision_bg_mean,precision_bg_sd,recall_macro_mean,recall_macro_sd,recall_axon_mean,recall_axon_sd,recall_myelin_mean,recall_myelin_sd,recall_bg_mean,recall_bg_sd,hd95_macro_mean,hd95_macro_sd,hd95_myelin_axon_mean,hd95_myelin_axon_sd,hd95_axon_mean,hd95_axon_sd,hd95_myelin_mean,hd95_myelin_sd,hd95_bg_mean,hd95_bg_sd
unet,densenet169,"[3.0, 1.0, 1.0]",15,0.7284,0.8979,0.0155,0.8141,0.0669,0.7231,0.0771,0.9384,0.0127,0.8186,0.0245,0.7349,0.0667,0.6123,0.0704,0.8867,0.0219,0.9095,0.0106,0.8461,0.0434,0.7932,0.0436,0.9209,0.0252,0.889,0.0209,0.8317,0.0749,0.7239,0.0798,0.9598,0.014,14.8366,7.0192,17.6051,8.7259,18.5148,8.4201,16.6954,9.1015,9.2994,3.6636
unet,densenet169,"[3.0, 1.0, 2.0]",15,0.7297,0.8981,0.0148,0.8158,0.0696,0.7194,0.0784,0.9391,0.0117,0.8189,0.0234,0.7357,0.0698,0.6085,0.071,0.8879,0.0202,0.9091,0.0114,0.8341,0.0469,0.8018,0.0515,0.9218,0.0239,0.8902,0.0196,0.8437,0.0736,0.7129,0.0774,0.9601,0.0155,14.5155,7.0125,17.3019,8.6731,18.1141,8.0516,16.4897,9.3519,8.9427,3.8524
unet,densenet169,"[3.0, 1.0, 3.0]",15,0.7347,0.8971,0.0162,0.8197,0.0648,0.7188,0.08,0.9391,0.0127,0.8175,0.0254,0.7393,0.0653,0.607,0.0732,0.8878,0.0221,0.9088,0.0115,0.8347,0.0448,0.8072,0.0485,0.9208,0.0235,0.8887,0.0209,0.8481,0.0723,0.7085,0.0763,0.9611,0.0143,14.0162,7.1282,16.7196,8.9928,17.5401,8.4081,15.8992,9.5916,8.6093,3.6005
unet,densenet169,"[3.0, 2.0, 1.0]",15,0.7278,0.8992,0.0153,0.8172,0.062,0.728,0.075,0.9387,0.0127,0.8206,0.0243,0.7376,0.0613,0.618,0.0678,0.8872,0.0219,0.9096,0.0115,0.8635,0.0429,0.7796,0.043,0.9248,0.0241,0.891,0.0199,0.8197,0.0714,0.7448,0.0812,0.9561,0.0165,15.2148,7.7158,18.0956,9.7927,18.9215,9.7136,17.2697,9.9175,9.4531,3.6488
unet,densenet169,"[3.0, 2.0, 2.0]",15,0.7275,0.8992,0.0154,0.8163,0.0694,0.7234,0.0816,0.9389,0.0118,0.8207,0.0245,0.7365,0.0687,0.6131,0.0742,0.8875,0.0205,0.9087,0.0124,0.8538,0.0483,0.777,0.0556,0.9268,0.0256,0.8921,0.0215,0.8302,0.0783,0.7416,0.0872,0.9544,0.0194,15.0069,8.4678,17.8617,10.683,18.6692,10.2773,17.0541,11.1203,9.2974,4.1438
unet,densenet169,"[3.0, 3.0, 1.0]",15,0.7242,0.8976,0.016,0.8113,0.0685,0.7282,0.0757,0.9379,0.0119,0.8179,0.0253,0.7314,0.0653,0.6186,0.0682,0.8857,0.0204,0.9073,0.0121,0.8683,0.0489,0.7683,0.0437,0.9283,0.0233,0.8901,0.0211,0.8089,0.0749,0.7559,0.0834,0.9508,0.0178,15.5374,7.0312,18.3453,8.6844,19.2984,8.7308,17.3922,8.7205,9.9218,3.7972
unet,densenet169,"[4.0, 1.0, 1.0]",15,0.7299,0.8978,0.0157,0.8168,0.0719,0.7216,0.0814,0.9386,0.0129,0.8185,0.0249,0.7377,0.0717,0.6111,0.0737,0.887,0.0224,0.9112,0.009,0.8537,0.0426,0.797,0.04,0.9184,0.026,0.8875,0.0223,0.8269,0.082,0.7182,0.0822,0.9628,0.0134,14.7121,7.3822,17.4415,9.0823,18.5355,8.9997,16.3475,9.215,9.2532,4.0725
unet,efficientnet-b3,"[1.0, 1.0, 1.0]",8,0.7407,0.8952,0.0179,0.8247,0.0591,0.7188,0.085,0.9377,0.013,0.8146,0.028,0.742,0.0613,0.6058,0.0811,0.8848,0.023,0.9022,0.0131,0.8551,0.0353,0.7633,0.0549,0.931,0.0333,0.8907,0.0242,0.826,0.0719,0.7336,0.1007,0.9484,0.0212,13.8733,5.6578,16.0681,7.0876,16.8444,7.1214,15.2919,7.2475,9.4836,2.9752
unet,efficientnet-b3,"[1.0, 1.0, 2.0]",6,0.7287,0.8936,0.0193,0.8218,0.0645,0.7141,0.0851,0.9391,0.0146,0.8122,0.0303,0.7366,0.0688,0.5991,0.0823,0.8868,0.0259,0.9015,0.0154,0.848,0.0402,0.7683,0.0536,0.9294,0.0361,0.8882,0.0252,0.8196,0.0732,0.7144,0.1021,0.9527,0.0213,14.9618,5.6198,17.4857,7.1983,18.5134,7.7903,16.4581,6.6758,9.9138,2.6261
unet,efficientnet-b3,"[1.0, 1.0, 3.0]",7,0.7418,0.8936,0.0191,0.8273,0.0695,0.7241,0.0902,0.9376,0.0134,0.812,0.0299,0.7428,0.0727,0.6086,0.0855,0.8845,0.0237,0.9011,0.0143,0.8445,0.0396,0.782,0.0554,0.9275,0.0341,0.8886,0.026,0.8313,0.0811,0.7168,0.0998,0.9518,0.0201,13.9603,6.062,16.3042,7.7098,17.9022,8.5045,14.706,6.9695,9.2726,2.9459
unet,efficientnet-b3,"[1.0, 2.0, 1.0]",5,0.7649,0.8968,0.0206,0.8423,0.064,0.7445,0.0924,0.9359,0.0149,0.817,0.0321,0.7583,0.0669,0.6294,0.0889,0.8817,0.0263,0.9062,0.0143,0.8778,0.035,0.7837,0.0379,0.9225,0.0353,0.8901,0.0274,0.8263,0.0741,0.7464,0.1177,0.9535,0.0221,12.5387,6.1084,14.6054,8.0644,15.1592,7.9533,14.0517,8.1909,8.4052,2.3028
unet,efficientnet-b3,"[1.0, 2.0, 2.0]",6,0.7307,0.8922,0.0205,0.8236,0.0699,0.7196,0.0978,0.9345,0.0132,0.8098,0.032,0.7381,0.0737,0.6052,0.0939,0.8789,0.0233,0.9008,0.0172,0.8601,0.038,0.769,0.0578,0.925,0.0327,0.8863,0.0266,0.8159,0.0835,0.7227,0.1149,0.9483,0.0247,14.9869,7.4068,17.5576,9.4955,18.4141,9.656,16.7011,9.4805,9.8453,3.4256
unet,efficientnet-b3,"[1.0, 3.0, 1.0]",5,0.7755,0.9013,0.018,0.8401,0.0649,0.7561,0.0805,0.939,0.0125,0.8239,0.0281,0.7576,0.0651,0.643,0.0782,0.8873,0.022,0.9031,0.016,0.8751,0.0457,0.7506,0.0606,0.9453,0.0174,0.9006,0.0199,0.8392,0.0565,0.8089,0.0683,0.9357,0.0213,11.7557,5.2297,13.4868,6.8191,14.0996,6.924,12.8741,6.7206,8.2933,2.1121
unet,efficientnet-b3,"[2.0, 1.0, 1.0]",10,0.7265,0.8963,0.0183,0.808,0.0689,0.7093,0.0798,0.938,0.0143,0.8163,0.0289,0.7289,0.0686,0.5982,0.0747,0.8857,0.0249,0.906,0.0141,0.8439,0.0416,0.7631,0.0547,0.9268,0.0311,0.8893,0.0238,0.821,0.0837,0.7296,0.0892,0.9532,0.021,14.4048,5.7578,16.895,7.3941,17.9918,7.7829,15.7981,7.144,9.4244,2.6482
unet,efficientnet-b3,"[2.0, 1.0, 2.0]",8,0.7383,0.8952,0.0171,0.8261,0.0613,0.7195,0.0827,0.9388,0.013,0.8146,0.0267,0.7431,0.0634,0.6059,0.0776,0.8866,0.0229,0.9035,0.0128,0.8462,0.0384,0.781,0.0563,0.9278,0.0338,0.8897,0.0233,0.8356,0.0686,0.7197,0.0948,0.9536,0.0193,14.1568,6.2878,16.5383,7.9792,17.8087,8.3483,15.2679,7.6211,9.3938,3.1121
unet,efficientnet-b3,"[2.0, 2.0, 1.0]",8,0.7362,0.8962,0.0174,0.8194,0.0683,0.7233,0.0838,0.9362,0.0144,0.8159,0.0275,0.7391,0.0672,0.6121,0.0776,0.8826,0.025,0.9044,0.0113,0.8627,0.0421,0.7581,0.0629,0.9283,0.0351,0.8908,0.0248,0.8202,0.0714,0.7547,0.0972,0.9481,0.0212,14.3633,5.8553,16.7117,7.6825,17.2166,7.4964,16.2067,7.9181,9.6664,2.3685
unet,efficientnet-b3,"[3.0, 1.0, 1.0]",9,0.7332,0.894,0.0167,0.812,0.0655,0.7133,0.0751,0.9367,0.0136,0.8125,0.0262,0.7312,0.0653,0.6011,0.0697,0.8834,0.0237,0.9042,0.0122,0.8495,0.0389,0.7694,0.0543,0.9239,0.0324,0.8863,0.0222,0.8133,0.0723,0.7191,0.0862,0.9537,0.0186,13.8824,5.471,16.2907,6.9573,17.11,6.9452,15.4714,7.0222,9.0659,2.6813
unet,efficientnet-b3,"[3.0, 1.0, 2.0]",8,0.7332,0.8951,0.0179,0.8187,0.0721,0.7139,0.0892,0.9392,0.0136,0.8144,0.0279,0.7369,0.0748,0.6019,0.0833,0.8875,0.0239,0.9065,0.0104,0.8489,0.0373,0.7889,0.0472,0.924,0.0326,0.8869,0.0246,0.8246,0.081,0.7069,0.0985,0.9585,0.016,14.1434,6.6307,16.6511,8.4365,17.6403,8.6835,15.6618,8.4543,9.1281,3.1056
unet,efficientnet-b3,"[3.0, 1.0, 3.0]",8,0.7406,0.8927,0.0149,0.8257,0.0594,0.7157,0.0766,0.9361,0.0121,0.8106,0.0232,0.7422,0.0622,0.601,0.071,0.8822,0.0212,0.9041,0.0111,0.8401,0.04,0.794,0.0518,0.9176,0.0307,0.8848,0.0202,0.8399,0.0675,0.7001,0.0833,0.9591,0.0173,13.5194,5.9323,15.9752,7.6174,16.9273,7.7042,15.023,7.5623,8.6078,2.8275
unet,efficientnet-b3,"[3.0, 2.0, 1.0]",9,0.7335,0.8943,0.0164,0.8153,0.063,0.7175,0.0752,0.9363,0.0135,0.8129,0.0258,0.7328,0.0631,0.6042,0.0717,0.8826,0.0235,0.903,0.0124,0.8649,0.0353,0.7555,0.0529,0.928,0.0329,0.8881,0.0219,0.8085,0.0665,0.7409,0.0866,0.9486,0.0203,14.2568,5.374,16.6202,6.8402,17.3639,7.0946,15.8764,6.7165,9.53,2.712
unet,efficientnet-b3,"[3.0, 2.0, 2.0]",7,0.7254,0.8925,0.0183,0.8121,0.0732,0.7093,0.0919,0.935,0.0124,0.8101,0.0286,0.7294,0.0755,0.5963,0.0867,0.8801,0.0219,0.9025,0.0138,0.8484,0.0356,0.7681,0.0617,0.9224,0.0333,0.8854,0.0249,0.8166,0.0875,0.7184,0.1022,0.9521,0.0224,14.7448,6.8682,17.2661,8.7846,18.0954,8.7856,16.4367,8.8014,9.7024,3.1972
unet,efficientnet-b3,"[3.0, 3.0, 1.0]",7,0.7574,0.8982,0.0168,0.8332,0.0596,0.739,0.0746,0.9386,0.0137,0.8192,0.0262,0.7507,0.0596,0.6246,0.0705,0.8864,0.0242,0.9053,0.0131,0.8709,0.0386,0.7594,0.0604,0.9309,0.0364,0.8937,0.0227,0.8272,0.0598,0.7666,0.0927,0.95,0.0217,12.9564,4.9638,15.0034,6.5793,15.6199,6.7209,14.3869,6.4524,8.8625,2.001
unet,efficientnet-b3,"[4.0, 1.0, 1.0]",11,0.7318,0.896,0.0171,0.8102,0.0636,0.7119,0.0703,0.9379,0.0144,0.8158,0.0272,0.7315,0.0629,0.6008,0.064,0.8857,0.0251,0.9081,0.0135,0.8498,0.0404,0.7799,0.0543,0.9216,0.0308,0.8869,0.0219,0.8196,0.0742,0.7166,0.0783,0.9586,0.019,13.8907,5.6797,16.3294,7.2233,17.3742,7.4461,15.2845,7.0928,9.0134,2.7365
unet,efficientnet-b4,"[1.0, 1.0, 1.0]",8,0.7186,0.8953,0.0183,0.8145,0.0774,0.7181,0.0918,0.9384,0.0131,0.8146,0.0287,0.7338,0.0767,0.6065,0.0851,0.886,0.023,0.9033,0.0103,0.8566,0.0311,0.7631,0.0479,0.9309,0.0345,0.89,0.0274,0.8149,0.0894,0.7358,0.1051,0.9499,0.0192,15.8524,7.855,18.8326,10.1973,20.193,11.2603,17.4721,9.1811,9.8922,3.4458
unet,efficientnet-b4,"[1.0, 1.0, 2.0]",8,0.733,0.8963,0.017,0.8214,0.0718,0.7261,0.0815,0.9389,0.0128,0.8162,0.0267,0.7396,0.0716,0.6127,0.075,0.8869,0.0226,0.9025,0.0126,0.846,0.0342,0.7694,0.0529,0.9328,0.035,0.8927,0.0246,0.8328,0.0796,0.7381,0.0972,0.9488,0.0214,14.7967,6.9056,17.4229,8.8611,18.512,8.9136,16.3338,8.8915,9.5443,3.2745
unet,efficientnet-b4,"[1.0, 1.0, 3.0]",8,0.7258,0.8951,0.0178,0.8176,0.0736,0.7191,0.0875,0.9385,0.0128,0.8144,0.0278,0.7363,0.0729,0.6069,0.08,0.8862,0.0226,0.9022,0.0114,0.8468,0.0303,0.7751,0.0555,0.9315,0.0353,0.891,0.0265,0.8308,0.0835,0.7274,0.1038,0.9496,0.0211,15.2309,6.9227,17.9611,8.9323,19.0318,9.2455,16.8903,8.8,9.7704,3.0932
unet,efficientnet-b4,"[1.0, 2.0, 1.0]",8,0.7315,0.8959,0.0171,0.8159,0.0717,0.7231,0.083,0.938,0.0125,0.8155,0.0268,0.7335,0.0716,0.6097,0.0786,0.8852,0.022,0.9011,0.0122,0.8587,0.0431,0.7432,0.0507,0.9358,0.0339,0.893,0.0245,0.8143,0.0761,0.7587,0.1036,0.9439,0.0212,14.7494,5.7567,17.2314,7.4718,18.5262,8.4447,15.9365,6.5637,9.7854,2.549
unet,efficientnet-b4,"[1.0, 2.0, 2.0]",8,0.7229,0.8956,0.019,0.8198,0.0762,0.7205,0.0889,0.9382,0.0127,0.8152,0.0298,0.7388,0.0757,0.6088,0.0816,0.8856,0.0224,0.9017,0.0132,0.8612,0.0284,0.7558,0.0535,0.9349,0.034,0.8923,0.0279,0.8204,0.0894,0.7471,0.1071,0.9455,0.0224,15.7632,8.1708,18.5837,10.4797,19.9524,11.9147,17.215,9.2118,10.1223,3.816
unet,efficientnet-b4,"[1.0, 3.0, 1.0]",9,0.7436,0.8966,0.0155,0.8286,0.0667,0.7354,0.0798,0.9363,0.012,0.8165,0.0244,0.7454,0.0673,0.6202,0.0762,0.8824,0.021,0.9003,0.0125,0.8698,0.0398,0.7406,0.0584,0.9363,0.0311,0.8951,0.0211,0.8221,0.073,0.779,0.0891,0.9398,0.0208,14.2123,6.2419,16.6557,8.175,17.8222,9.1377,15.4893,7.3277,9.3254,2.8863
unet,efficientnet-b4,"[2.0, 1.0, 1.0]",8,0.7293,0.8954,0.0185,0.8138,0.0779,0.7207,0.0848,0.9391,0.014,0.8148,0.0289,0.7324,0.078,0.6086,0.0791,0.8873,0.0246,0.9054,0.0095,0.8549,0.0341,0.7731,0.0462,0.9271,0.0349,0.8882,0.0274,0.8153,0.0883,0.7257,0.0989,0.9553,0.0171,14.6652,6.8014,17.3245,8.8354,18.7729,9.795,15.8761,7.8934,9.3467,2.988
unet,efficientnet-b4,"[2.0, 1.0, 2.0]",7,0.7114,0.8932,0.0199,0.8025,0.0759,0.7032,0.0851,0.9394,0.0146,0.8116,0.0312,0.7211,0.0762,0.5928,0.0786,0.8877,0.0256,0.9043,0.011,0.842,0.035,0.7758,0.0459,0.928,0.0374,0.8858,0.0291,0.8097,0.0876,0.7043,0.1106,0.9551,0.0187,15.6674,6.697,18.5822,8.761,19.6826,9.1693,17.4818,8.402,9.8379,2.8358
unet,efficientnet-b4,"[2.0, 2.0, 1.0]",9,0.7355,0.8988,0.0192,0.8154,0.0662,0.7231,0.0784,0.9405,0.0141,0.8204,0.0304,0.7356,0.0668,0.6117,0.074,0.8898,0.0249,0.9066,0.0131,0.8573,0.0376,0.7587,0.0464,0.9323,0.0325,0.8933,0.026,0.821,0.0853,0.7506,0.0973,0.9526,0.0192,14.1815,5.7904,16.6056,7.5515,17.5054,8.3156,15.7059,6.8346,9.3332,2.4409
unet,efficientnet-b4,"[3.0, 1.0, 1.0]",9,0.7173,0.8941,0.0172,0.8013,0.0765,0.7121,0.0821,0.9375,0.0136,0.8127,0.0269,0.7211,0.0752,0.6018,0.0758,0.8847,0.0237,0.9049,0.0093,0.852,0.0344,0.7689,0.0493,0.9245,0.0331,0.8861,0.0251,0.8053,0.0822,0.7194,0.0953,0.9546,0.0163,15.2103,6.5272,18.0707,8.4849,19.5265,9.33,16.6148,7.7251,9.4895,2.8048
unet,efficientnet-b4,"[3.0, 1.0, 2.0]",7,0.7103,0.8926,0.0184,0.8041,0.0808,0.7066,0.0927,0.9368,0.0127,0.8104,0.0286,0.7229,0.0798,0.5958,0.0845,0.8832,0.0225,0.9044,0.0102,0.8391,0.0338,0.7818,0.056,0.9207,0.0331,0.8842,0.0267,0.8182,0.0941,0.7004,0.1042,0.9572,0.0172,15.9047,8.2956,18.9913,10.7764,20.5374,11.4862,17.4452,10.1159,9.7316,3.5835
unet,efficientnet-b4,"[3.0, 1.0, 3.0]",6,0.6975,0.89,0.0198,0.7979,0.076,0.6973,0.0797,0.9366,0.0153,0.8065,0.0309,0.717,0.0764,0.5875,0.0736,0.8829,0.027,0.9054,0.0117,0.8408,0.029,0.7937,0.0447,0.9175,0.0379,0.8794,0.0281,0.8024,0.0954,0.6786,0.1018,0.961,0.0197,16.7863,8.6671,20.1386,11.2115,21.488,11.8849,18.7891,10.5911,10.0819,3.745
unet,efficientnet-b4,"[3.0, 2.0, 1.0]",8,0.7396,0.8965,0.0171,0.8219,0.0643,0.7274,0.0775,0.9393,0.013,0.8165,0.0268,0.7395,0.065,0.6147,0.0731,0.8875,0.023,0.9044,0.011,0.8665,0.0349,0.7606,0.0501,0.9308,0.0326,0.8907,0.0236,0.8132,0.0724,0.7429,0.0956,0.9514,0.0172,13.9739,5.457,16.5178,7.1127,17.9346,7.9466,15.1009,6.3621,8.8863,2.6638
unet,efficientnet-b4,"[3.0, 2.0, 2.0]",8,0.7332,0.8961,0.0176,0.8195,0.0696,0.7269,0.0776,0.9391,0.0138,0.8158,0.0276,0.7378,0.0702,0.6147,0.0718,0.8871,0.0242,0.9041,0.0099,0.8541,0.0337,0.7738,0.0463,0.9301,0.035,0.8906,0.026,0.8222,0.0828,0.7325,0.1024,0.952,0.0183,14.6847,6.6011,17.346,8.5467,18.6767,9.3987,16.0152,7.727,9.3622,2.9714
unet,efficientnet-b4,"[3.0, 3.0, 1.0]",10,0.7288,0.8975,0.0186,0.8078,0.0669,0.7176,0.0767,0.9387,0.0147,0.8181,0.0296,0.7277,0.0674,0.607,0.0719,0.8869,0.0257,0.9058,0.0132,0.8599,0.0393,0.7484,0.0475,0.9312,0.0316,0.8914,0.0249,0.812,0.0779,0.7544,0.0951,0.9501,0.02,14.4402,5.1891,16.9443,6.8143,17.8773,7.4437,16.0113,6.2261,9.4319,2.1922
unet,efficientnet-b4,"[4.0, 1.0, 1.0]",8,0.7287,0.8953,0.0175,0.8159,0.0713,0.7192,0.0833,0.9392,0.014,0.8147,0.0274,0.7343,0.0725,0.6067,0.0782,0.8874,0.0246,0.9069,0.0089,0.8634,0.0324,0.7775,0.0435,0.9237,0.0341,0.8865,0.0252,0.8097,0.0845,0.7186,0.0971,0.9587,0.0152,14.7312,6.9701,17.4562,9.0978,18.8794,10.0119,16.0331,8.2626,9.2812,2.9881
unet,resnet34,"[1.0, 1.0, 1.0]",15,0.6876,0.8932,0.0177,0.7915,0.0851,0.7067,0.0909,0.935,0.013,0.811,0.0277,0.7114,0.0805,0.5971,0.0799,0.8807,0.0224,0.903,0.0104,0.8342,0.052,0.7618,0.0493,0.9233,0.0251,0.8858,0.025,0.8143,0.0889,0.7301,0.0911,0.9506,0.0166,18.324,10.798,21.7674,13.5534,22.7488,13.2804,20.7861,13.8608,11.4373,5.3384
unet,resnet34,"[1.0, 1.0, 2.0]",15,0.6905,0.8931,0.0172,0.7943,0.0807,0.7056,0.087,0.9358,0.013,0.8109,0.027,0.7129,0.0775,0.5953,0.0773,0.8821,0.0224,0.9021,0.0108,0.8244,0.053,0.7645,0.0491,0.9247,0.0252,0.8866,0.0249,0.8252,0.0897,0.7249,0.0881,0.9505,0.0175,17.9891,10.1992,21.4245,12.7743,22.1195,12.3629,20.7297,13.1971,11.1182,5.1088
unet,resnet34,"[1.0, 1.0, 3.0]",15,0.7074,0.8933,0.016,0.8007,0.0723,0.7127,0.0772,0.9357,0.0121,0.8113,0.025,0.7193,0.0705,0.6011,0.0704,0.8818,0.0208,0.9003,0.0117,0.8201,0.0484,0.7672,0.0488,0.9256,0.0257,0.8884,0.0221,0.8356,0.0721,0.728,0.0788,0.9493,0.0162,16.6284,7.2994,19.5567,9.1355,20.7461,9.0998,18.3673,9.2341,10.7717,3.7549
unet,resnet34,"[1.0, 2.0, 1.0]",15,0.6921,0.8929,0.0175,0.7941,0.0704,0.7089,0.0817,0.934,0.0126,0.8104,0.0274,0.7132,0.0686,0.5995,0.0743,0.879,0.0216,0.9003,0.0126,0.8419,0.0532,0.7446,0.0477,0.9283,0.0212,0.8871,0.0224,0.8064,0.0763,0.7485,0.0829,0.9434,0.0177,17.9894,7.8464,21.3283,9.9722,21.7297,9.4716,20.9269,10.5494,11.3116,3.7392
unet,resnet34,"[1.0, 2.0, 2.0]",15,0.6968,0.893,0.0169,0.7953,0.0783,0.7107,0.0827,0.9339,0.0121,0.8106,0.0265,0.7139,0.0744,0.5999,0.0749,0.8788,0.0209,0.8982,0.0134,0.8255,0.055,0.7455,0.0494,0.9309,0.0248,0.8895,0.0229,0.8222,0.077,0.748,0.083,0.9406,0.0185,17.5175,8.1047,20.7761,10.4493,21.7208,10.1921,19.8313,10.7549,11.0004,3.5292
unet,resnet34,"[1.0, 3.0, 1.0]",15,0.6855,0.8923,0.018,0.7872,0.0844,0.7093,0.0861,0.9328,0.0122,0.8094,0.0282,0.7077,0.0789,0.6009,0.0761,0.8769,0.0209,0.8999,0.0126,0.855,0.0431,0.7414,0.0424,0.9302,0.0238,0.8869,0.0251,0.7925,0.0931,0.7619,0.0991,0.9394,0.0202,18.647,10.0801,21.9932,12.3313,22.4721,12.1163,21.5143,12.6395,11.9546,5.7096
unet,resnet34,"[2.0, 1.0, 1.0]",15,0.6983,0.8929,0.0165,0.7956,0.0755,0.7063,0.0838,0.9355,0.0116,0.8106,0.026,0.716,0.073,0.597,0.0738,0.8815,0.0201,0.905,0.0103,0.8391,0.0512,0.7763,0.0497,0.9185,0.0241,0.8836,0.0224,0.8106,0.0833,0.7151,0.0846,0.9565,0.0133,17.1877,8.4789,20.3447,10.6859,21.0014,10.0575,19.688,11.3989,10.8736,4.1468
unet,resnet34,"[2.0, 1.0, 2.0]",15,0.7051,0.8923,0.0148,0.8005,0.0713,0.7061,0.0801,0.9356,0.0127,0.8097,0.0233,0.7192,0.0678,0.5947,0.0693,0.8819,0.0218,0.9044,0.0099,0.8283,0.0446,0.7829,0.0433,0.9168,0.0239,0.8833,0.02,0.8277,0.073,0.7077,0.0744,0.9588,0.0133,16.5278,7.3727,19.5674,9.3519,20.1563,8.7078,18.9786,10.0595,10.4485,3.506
unet,resnet34,"[2.0, 2.0, 1.0]",15,0.6955,0.8933,0.0186,0.7962,0.0807,0.7106,0.0868,0.9346,0.0128,0.8112,0.0291,0.716,0.0761,0.6006,0.0769,0.88,0.0221,0.9027,0.0122,0.8464,0.0476,0.7522,0.0523,0.9247,0.0248,0.8861,0.0254,0.8088,0.0818,0.7427,0.0865,0.9484,0.0164,17.7708,10.4405,21.0187,13.0255,21.7349,12.6801,20.3026,13.3946,11.2751,5.3448
unet,resnet34,"[3.0, 1.0, 1.0]",14,0.719,0.8949,0.0143,0.8064,0.065,0.7188,0.0692,0.937,0.0116,0.8136,0.0227,0.7259,0.0631,0.6073,0.0603,0.8844,0.0197,0.9052,0.0102,0.8455,0.0399,0.7797,0.0483,0.9216,0.019,0.8863,0.0186,0.823,0.0769,0.7282,0.0599,0.9562,0.0106,15.6053,6.5899,18.4141,8.3977,19.4525,7.8184,17.3757,9.1046,9.9876,3.0742
unet,resnet34,"[3.0, 1.0, 2.0]",15,0.6885,0.8918,0.0164,0.7941,0.0753,0.6981,0.0853,0.9354,0.0127,0.8091,0.0256,0.7142,0.0723,0.5889,0.0738,0.8814,0.0219,0.9056,0.0093,0.8311,0.051,0.7876,0.0433,0.9147,0.0258,0.8817,0.023,0.82,0.0825,0.6979,0.0865,0.9606,0.0121,17.8813,8.2924,21.3328,10.4694,21.7296,9.3909,20.9359,11.819,10.9783,3.9544
unet,resnet34,"[3.0, 1.0, 3.0]",15,0.6699,0.8905,0.0181,0.7868,0.0919,0.694,0.0961,0.9352,0.0132,0.807,0.0281,0.7082,0.0863,0.5852,0.0818,0.8812,0.0229,0.906,0.0107,0.8261,0.0455,0.7946,0.0485,0.9125,0.0256,0.8794,0.0251,0.8189,0.1007,0.6886,0.0866,0.9628,0.0129,19.6568,14.0476,23.5596,17.5322,24.9145,17.9071,22.2048,17.2306,11.8509,7.1621
unet,resnet34,"[3.0, 2.0, 1.0]",15,0.7045,0.8937,0.016,0.8002,0.0702,0.7148,0.0769,0.9348,0.0123,0.8117,0.0252,0.7195,0.0676,0.6035,0.0692,0.8804,0.0211,0.903,0.0126,0.8504,0.0423,0.7583,0.0506,0.9236,0.0244,0.8864,0.0207,0.811,0.0748,0.7418,0.0766,0.9498,0.0174,16.9937,8.4881,20.07,10.7508,21.0671,10.5012,19.0729,11.0353,10.8413,4.0428
unet,resnet34,"[3.0, 2.0, 2.0]",15,0.6772,0.8919,0.0183,0.786,0.089,0.6982,0.0925,0.9346,0.0126,0.809,0.0286,0.7075,0.0839,0.5901,0.08,0.8801,0.0217,0.9047,0.0104,0.8434,0.0504,0.7717,0.0477,0.9183,0.0228,0.8819,0.0254,0.8041,0.0989,0.7159,0.0907,0.9553,0.0145,19.2163,11.4059,22.6349,13.9402,23.1539,13.4132,22.116,14.4933,12.3789,6.391
unet,resnet34,"[3.0, 3.0, 1.0]",15,0.6851,0.8925,0.0185,0.788,0.0871,0.706,0.0928,0.9347,0.0126,0.8099,0.029,0.7088,0.0815,0.5982,0.0811,0.8803,0.0216,0.9048,0.0111,0.8569,0.0467,0.7613,0.0438,0.922,0.0244,0.883,0.0259,0.7911,0.0917,0.7361,0.0967,0.9515,0.0162,18.6898,10.1059,21.9365,12.3135,22.919,12.2141,20.9539,12.4487,12.1965,5.7808
unet,resnet34,"[4.0, 1.0, 1.0]",15,0.7024,0.8939,0.0152,0.7996,0.0731,0.7069,0.0801,0.9364,0.0132,0.8122,0.024,0.7201,0.0697,0.5969,0.07,0.8833,0.0226,0.9073,0.01,0.8402,0.048,0.7845,0.0486,0.9162,0.0251,0.8836,0.0203,0.8191,0.0759,0.7085,0.0759,0.9608,0.0123,16.8038,8.0794,19.9667,10.0781,20.6723,9.5535,19.2611,10.6654,10.478,4.1572
unet,resnet50,"[1.0, 1.0, 1.0]",15,0.7301,0.8963,0.0142,0.8156,0.06,0.7269,0.0674,0.937,0.011,0.8158,0.0224,0.7334,0.0593,0.6144,0.0617,0.8841,0.0191,0.9033,0.011,0.8443,0.0465,0.7701,0.0426,0.9264,0.0221,0.8907,0.0183,0.8336,0.0615,0.7433,0.0713,0.9508,0.0154,14.9351,6.4683,17.604,8.2343,18.6158,8.1199,16.5923,8.3895,9.5972,2.9929
